Model,period,boundary,window_size,window_weight,window_type,normalization,encode,representation
M1585,no,yes,1,flat,backward,non,cos,space
M1586,no,yes,1,flat,backward,non,cos,graph
M1587,no,yes,1,flat,backward,non,corr,space
M1588,no,yes,1,flat,backward,non,corr,graph
M1589,no,yes,1,flat,backward,non,r_distance,space
M1590,no,yes,1,flat,backward,non,r_distance,graph
M1591,no,yes,1,flat,backward,non,r_cos,space
M1592,no,yes,1,flat,backward,non,r_cos,graph
M1593,no,yes,1,flat,backward,non,r_corr,space
M1594,no,yes,1,flat,backward,non,r_corr,graph
M1595,no,yes,1,flat,backward,non,cooc,space
M1596,no,yes,1,flat,backward,non,cooc,graph
M1597,no,yes,1,flat,summed,log,distance,space
M1598,no,yes,1,flat,summed,log,distance,graph
M1599,no,yes,1,flat,summed,log,cos,space
M1600,no,yes,1,flat,summed,log,cos,graph
M1601,no,yes,1,flat,summed,log,corr,space
M1602,no,yes,1,flat,summed,log,corr,graph
M1603,no,yes,1,flat,summed,log,r_distance,space
M1604,no,yes,1,flat,summed,log,r_distance,graph
M1605,no,yes,1,flat,summed,log,r_cos,space
M1606,no,yes,1,flat,summed,log,r_cos,graph
M1607,no,yes,1,flat,summed,log,r_corr,space
M1608,no,yes,1,flat,summed,log,r_corr,graph
M1609,no,yes,1,flat,summed,log,cooc,space
M1610,no,yes,1,flat,summed,log,cooc,graph
M1611,no,yes,1,flat,summed,ppmi,distance,space
M1612,no,yes,1,flat,summed,ppmi,distance,graph
M1613,no,yes,1,flat,summed,ppmi,cos,space
M1614,no,yes,1,flat,summed,ppmi,cos,graph
M1615,no,yes,1,flat,summed,ppmi,corr,space
M1616,no,yes,1,flat,summed,ppmi,corr,graph
M1617,no,yes,1,flat,summed,ppmi,r_distance,space
M1618,no,yes,1,flat,summed,ppmi,r_distance,graph
M1619,no,yes,1,flat,summed,ppmi,r_cos,space
M1620,no,yes,1,flat,summed,ppmi,r_cos,graph
M1621,no,yes,1,flat,summed,ppmi,r_corr,space
M1622,no,yes,1,flat,summed,ppmi,r_corr,graph
M1623,no,yes,1,flat,summed,ppmi,cooc,space
M1624,no,yes,1,flat,summed,ppmi,cooc,graph
M1625,no,yes,1,flat,summed,non,distance,space
M1626,no,yes,1,flat,summed,non,distance,graph
M1627,no,yes,1,flat,summed,non,cos,space
M1628,no,yes,1,flat,summed,non,cos,graph
M1629,no,yes,1,flat,summed,non,corr,space
M1630,no,yes,1,flat,summed,non,corr,graph
M1631,no,yes,1,flat,summed,non,r_distance,space
M1632,no,yes,1,flat,summed,non,r_distance,graph
M1633,no,yes,1,flat,summed,non,r_cos,space
M1634,no,yes,1,flat,summed,non,r_cos,graph
M1635,no,yes,1,flat,summed,non,r_corr,space
M1636,no,yes,1,flat,summed,non,r_corr,graph
M1637,no,yes,1,flat,summed,non,cooc,space
M1638,no,yes,1,flat,summed,non,cooc,graph
M1639,no,yes,1,linear,forward,log,distance,space
M1640,no,yes,1,linear,forward,log,distance,graph
M1641,no,yes,1,linear,forward,log,cos,space
M1642,no,yes,1,linear,forward,log,cos,graph
M1643,no,yes,1,linear,forward,log,corr,space
M1644,no,yes,1,linear,forward,log,corr,graph
M1645,no,yes,1,linear,forward,log,r_distance,space
M1646,no,yes,1,linear,forward,log,r_distance,graph
M1647,no,yes,1,linear,forward,log,r_cos,space
M1648,no,yes,1,linear,forward,log,r_cos,graph
M1649,no,yes,1,linear,forward,log,r_corr,space
M1650,no,yes,1,linear,forward,log,r_corr,graph
M1651,no,yes,1,linear,forward,log,cooc,space
M1652,no,yes,1,linear,forward,log,cooc,graph
M1653,no,yes,1,linear,forward,ppmi,distance,space
M1654,no,yes,1,linear,forward,ppmi,distance,graph
M1655,no,yes,1,linear,forward,ppmi,cos,space
M1656,no,yes,1,linear,forward,ppmi,cos,graph
M1657,no,yes,1,linear,forward,ppmi,corr,space
M1658,no,yes,1,linear,forward,ppmi,corr,graph
M1659,no,yes,1,linear,forward,ppmi,r_distance,space
M1660,no,yes,1,linear,forward,ppmi,r_distance,graph
M1661,no,yes,1,linear,forward,ppmi,r_cos,space
M1662,no,yes,1,linear,forward,ppmi,r_cos,graph
M1663,no,yes,1,linear,forward,ppmi,r_corr,space
M1664,no,yes,1,linear,forward,ppmi,r_corr,graph
M1665,no,yes,1,linear,forward,ppmi,cooc,space
M1666,no,yes,1,linear,forward,ppmi,cooc,graph
M1667,no,yes,1,linear,forward,non,distance,space
M1668,no,yes,1,linear,forward,non,distance,graph
M1669,no,yes,1,linear,forward,non,cos,space
M1670,no,yes,1,linear,forward,non,cos,graph
M1671,no,yes,1,linear,forward,non,corr,space
M1672,no,yes,1,linear,forward,non,corr,graph
M1673,no,yes,1,linear,forward,non,r_distance,space
M1674,no,yes,1,linear,forward,non,r_distance,graph
M1675,no,yes,1,linear,forward,non,r_cos,space
M1676,no,yes,1,linear,forward,non,r_cos,graph
M1677,no,yes,1,linear,forward,non,r_corr,space
M1678,no,yes,1,linear,forward,non,r_corr,graph
M1679,no,yes,1,linear,forward,non,cooc,space
M1680,no,yes,1,linear,forward,non,cooc,graph
M1681,no,yes,1,linear,backward,log,distance,space
M1682,no,yes,1,linear,backward,log,distance,graph
M1683,no,yes,1,linear,backward,log,cos,space
M1684,no,yes,1,linear,backward,log,cos,graph
M1685,no,yes,1,linear,backward,log,corr,space
M1686,no,yes,1,linear,backward,log,corr,graph
M1687,no,yes,1,linear,backward,log,r_distance,space
M1688,no,yes,1,linear,backward,log,r_distance,graph
M1689,no,yes,1,linear,backward,log,r_cos,space
M1690,no,yes,1,linear,backward,log,r_cos,graph
M1691,no,yes,1,linear,backward,log,r_corr,space
M1692,no,yes,1,linear,backward,log,r_corr,graph
M1693,no,yes,1,linear,backward,log,cooc,space
M1694,no,yes,1,linear,backward,log,cooc,graph
M1695,no,yes,1,linear,backward,ppmi,distance,space
M1696,no,yes,1,linear,backward,ppmi,distance,graph
M1697,no,yes,1,linear,backward,ppmi,cos,space
M1698,no,yes,1,linear,backward,ppmi,cos,graph
M1699,no,yes,1,linear,backward,ppmi,corr,space
M1700,no,yes,1,linear,backward,ppmi,corr,graph
M1701,no,yes,1,linear,backward,ppmi,r_distance,space
M1702,no,yes,1,linear,backward,ppmi,r_distance,graph
M1703,no,yes,1,linear,backward,ppmi,r_cos,space
M1704,no,yes,1,linear,backward,ppmi,r_cos,graph
M1705,no,yes,1,linear,backward,ppmi,r_corr,space
M1706,no,yes,1,linear,backward,ppmi,r_corr,graph
M1707,no,yes,1,linear,backward,ppmi,cooc,space
M1708,no,yes,1,linear,backward,ppmi,cooc,graph
M1709,no,yes,1,linear,backward,non,distance,space
M1710,no,yes,1,linear,backward,non,distance,graph
M1711,no,yes,1,linear,backward,non,cos,space
M1712,no,yes,1,linear,backward,non,cos,graph
M1713,no,yes,1,linear,backward,non,corr,space
M1714,no,yes,1,linear,backward,non,corr,graph
M1715,no,yes,1,linear,backward,non,r_distance,space
M1716,no,yes,1,linear,backward,non,r_distance,graph
M1717,no,yes,1,linear,backward,non,r_cos,space
M1718,no,yes,1,linear,backward,non,r_cos,graph
M1719,no,yes,1,linear,backward,non,r_corr,space
M1720,no,yes,1,linear,backward,non,r_corr,graph
M1721,no,yes,1,linear,backward,non,cooc,space
M1722,no,yes,1,linear,backward,non,cooc,graph
M1723,no,yes,1,linear,summed,log,distance,space
M1724,no,yes,1,linear,summed,log,distance,graph
M1725,no,yes,1,linear,summed,log,cos,space
M1726,no,yes,1,linear,summed,log,cos,graph
M1727,no,yes,1,linear,summed,log,corr,space
M1728,no,yes,1,linear,summed,log,corr,graph
M1729,no,yes,1,linear,summed,log,r_distance,space
M1730,no,yes,1,linear,summed,log,r_distance,graph
M1731,no,yes,1,linear,summed,log,r_cos,space
M1732,no,yes,1,linear,summed,log,r_cos,graph
M1733,no,yes,1,linear,summed,log,r_corr,space
M1734,no,yes,1,linear,summed,log,r_corr,graph
M1735,no,yes,1,linear,summed,log,cooc,space
M1736,no,yes,1,linear,summed,log,cooc,graph
M1737,no,yes,1,linear,summed,ppmi,distance,space
M1738,no,yes,1,linear,summed,ppmi,distance,graph
M1739,no,yes,1,linear,summed,ppmi,cos,space
M1740,no,yes,1,linear,summed,ppmi,cos,graph
M1741,no,yes,1,linear,summed,ppmi,corr,space
M1742,no,yes,1,linear,summed,ppmi,corr,graph
M1743,no,yes,1,linear,summed,ppmi,r_distance,space
M1744,no,yes,1,linear,summed,ppmi,r_distance,graph
M1745,no,yes,1,linear,summed,ppmi,r_cos,space
M1746,no,yes,1,linear,summed,ppmi,r_cos,graph
M1747,no,yes,1,linear,summed,ppmi,r_corr,space
M1748,no,yes,1,linear,summed,ppmi,r_corr,graph
M1749,no,yes,1,linear,summed,ppmi,cooc,space
M1750,no,yes,1,linear,summed,ppmi,cooc,graph
M1751,no,yes,1,linear,summed,non,distance,space
M1752,no,yes,1,linear,summed,non,distance,graph
M1753,no,yes,1,linear,summed,non,cos,space
M1754,no,yes,1,linear,summed,non,cos,graph
M1755,no,yes,1,linear,summed,non,corr,space
M1756,no,yes,1,linear,summed,non,corr,graph
M1757,no,yes,1,linear,summed,non,r_distance,space
M1758,no,yes,1,linear,summed,non,r_distance,graph
M1759,no,yes,1,linear,summed,non,r_cos,space
M1760,no,yes,1,linear,summed,non,r_cos,graph
M1761,no,yes,1,linear,summed,non,r_corr,space
M1762,no,yes,1,linear,summed,non,r_corr,graph
M1763,no,yes,1,linear,summed,non,cooc,space
M1764,no,yes,1,linear,summed,non,cooc,graph
M1765,no,yes,2,flat,forward,log,distance,space
M1766,no,yes,2,flat,forward,log,distance,graph
M1767,no,yes,2,flat,forward,log,cos,space
M1768,no,yes,2,flat,forward,log,cos,graph
M1769,no,yes,2,flat,forward,log,corr,space
M1770,no,yes,2,flat,forward,log,corr,graph
M1771,no,yes,2,flat,forward,log,r_distance,space
M1772,no,yes,2,flat,forward,log,r_distance,graph
M1773,no,yes,2,flat,forward,log,r_cos,space
M1774,no,yes,2,flat,forward,log,r_cos,graph
M1775,no,yes,2,flat,forward,log,r_corr,space
M1776,no,yes,2,flat,forward,log,r_corr,graph
M1777,no,yes,2,flat,forward,log,cooc,space
M1778,no,yes,2,flat,forward,log,cooc,graph
M1779,no,yes,2,flat,forward,ppmi,distance,space
M1780,no,yes,2,flat,forward,ppmi,distance,graph
M1781,no,yes,2,flat,forward,ppmi,cos,space
M1782,no,yes,2,flat,forward,ppmi,cos,graph
M1783,no,yes,2,flat,forward,ppmi,corr,space
M1784,no,yes,2,flat,forward,ppmi,corr,graph
M1785,no,yes,2,flat,forward,ppmi,r_distance,space
M1786,no,yes,2,flat,forward,ppmi,r_distance,graph
M1787,no,yes,2,flat,forward,ppmi,r_cos,space
M1788,no,yes,2,flat,forward,ppmi,r_cos,graph
M1789,no,yes,2,flat,forward,ppmi,r_corr,space
M1790,no,yes,2,flat,forward,ppmi,r_corr,graph
M1791,no,yes,2,flat,forward,ppmi,cooc,space
M1792,no,yes,2,flat,forward,ppmi,cooc,graph
M1793,no,yes,2,flat,forward,non,distance,space
M1794,no,yes,2,flat,forward,non,distance,graph
M1795,no,yes,2,flat,forward,non,cos,space
M1796,no,yes,2,flat,forward,non,cos,graph
M1797,no,yes,2,flat,forward,non,corr,space
M1798,no,yes,2,flat,forward,non,corr,graph
M1799,no,yes,2,flat,forward,non,r_distance,space
M1800,no,yes,2,flat,forward,non,r_distance,graph
M1801,no,yes,2,flat,forward,non,r_cos,space
M1802,no,yes,2,flat,forward,non,r_cos,graph
M1803,no,yes,2,flat,forward,non,r_corr,space
M1804,no,yes,2,flat,forward,non,r_corr,graph
M1805,no,yes,2,flat,forward,non,cooc,space
M1806,no,yes,2,flat,forward,non,cooc,graph
M1807,no,yes,2,flat,backward,log,distance,space
M1808,no,yes,2,flat,backward,log,distance,graph
M1809,no,yes,2,flat,backward,log,cos,space
M1810,no,yes,2,flat,backward,log,cos,graph
M1811,no,yes,2,flat,backward,log,corr,space
M1812,no,yes,2,flat,backward,log,corr,graph
M1813,no,yes,2,flat,backward,log,r_distance,space
M1814,no,yes,2,flat,backward,log,r_distance,graph
M1815,no,yes,2,flat,backward,log,r_cos,space
M1816,no,yes,2,flat,backward,log,r_cos,graph
M1817,no,yes,2,flat,backward,log,r_corr,space
M1818,no,yes,2,flat,backward,log,r_corr,graph
M1819,no,yes,2,flat,backward,log,cooc,space
M1820,no,yes,2,flat,backward,log,cooc,graph
M1821,no,yes,2,flat,backward,ppmi,distance,space
M1822,no,yes,2,flat,backward,ppmi,distance,graph
M1823,no,yes,2,flat,backward,ppmi,cos,space
M1824,no,yes,2,flat,backward,ppmi,cos,graph
M1825,no,yes,2,flat,backward,ppmi,corr,space
M1826,no,yes,2,flat,backward,ppmi,corr,graph
M1827,no,yes,2,flat,backward,ppmi,r_distance,space
M1828,no,yes,2,flat,backward,ppmi,r_distance,graph
M1829,no,yes,2,flat,backward,ppmi,r_cos,space
M1830,no,yes,2,flat,backward,ppmi,r_cos,graph
M1831,no,yes,2,flat,backward,ppmi,r_corr,space
M1832,no,yes,2,flat,backward,ppmi,r_corr,graph
M1833,no,yes,2,flat,backward,ppmi,cooc,space
M1834,no,yes,2,flat,backward,ppmi,cooc,graph
M1835,no,yes,2,flat,backward,non,distance,space
M1836,no,yes,2,flat,backward,non,distance,graph
M1837,no,yes,2,flat,backward,non,cos,space
M1838,no,yes,2,flat,backward,non,cos,graph
M1839,no,yes,2,flat,backward,non,corr,space
M1840,no,yes,2,flat,backward,non,corr,graph
M1841,no,yes,2,flat,backward,non,r_distance,space
M1842,no,yes,2,flat,backward,non,r_distance,graph
M1843,no,yes,2,flat,backward,non,r_cos,space
M1844,no,yes,2,flat,backward,non,r_cos,graph
M1845,no,yes,2,flat,backward,non,r_corr,space
M1846,no,yes,2,flat,backward,non,r_corr,graph
M1847,no,yes,2,flat,backward,non,cooc,space
M1848,no,yes,2,flat,backward,non,cooc,graph
M1849,no,yes,2,flat,summed,log,distance,space
M1850,no,yes,2,flat,summed,log,distance,graph
M1851,no,yes,2,flat,summed,log,cos,space
M1852,no,yes,2,flat,summed,log,cos,graph
M1853,no,yes,2,flat,summed,log,corr,space
M1854,no,yes,2,flat,summed,log,corr,graph
M1855,no,yes,2,flat,summed,log,r_distance,space
M1856,no,yes,2,flat,summed,log,r_distance,graph
M1857,no,yes,2,flat,summed,log,r_cos,space
M1858,no,yes,2,flat,summed,log,r_cos,graph
M1859,no,yes,2,flat,summed,log,r_corr,space
M1860,no,yes,2,flat,summed,log,r_corr,graph
M1861,no,yes,2,flat,summed,log,cooc,space
M1862,no,yes,2,flat,summed,log,cooc,graph
M1863,no,yes,2,flat,summed,ppmi,distance,space
M1864,no,yes,2,flat,summed,ppmi,distance,graph
M1865,no,yes,2,flat,summed,ppmi,cos,space
M1866,no,yes,2,flat,summed,ppmi,cos,graph
M1867,no,yes,2,flat,summed,ppmi,corr,space
M1868,no,yes,2,flat,summed,ppmi,corr,graph
M1869,no,yes,2,flat,summed,ppmi,r_distance,space
M1870,no,yes,2,flat,summed,ppmi,r_distance,graph
M1871,no,yes,2,flat,summed,ppmi,r_cos,space
M1872,no,yes,2,flat,summed,ppmi,r_cos,graph
M1873,no,yes,2,flat,summed,ppmi,r_corr,space
M1874,no,yes,2,flat,summed,ppmi,r_corr,graph
M1875,no,yes,2,flat,summed,ppmi,cooc,space
M1876,no,yes,2,flat,summed,ppmi,cooc,graph
M1877,no,yes,2,flat,summed,non,distance,space
M1878,no,yes,2,flat,summed,non,distance,graph
M1879,no,yes,2,flat,summed,non,cos,space
M1880,no,yes,2,flat,summed,non,cos,graph
M1881,no,yes,2,flat,summed,non,corr,space
M1882,no,yes,2,flat,summed,non,corr,graph
M1883,no,yes,2,flat,summed,non,r_distance,space
M1884,no,yes,2,flat,summed,non,r_distance,graph
M1885,no,yes,2,flat,summed,non,r_cos,space
M1886,no,yes,2,flat,summed,non,r_cos,graph
M1887,no,yes,2,flat,summed,non,r_corr,space
M1888,no,yes,2,flat,summed,non,r_corr,graph
M1889,no,yes,2,flat,summed,non,cooc,space
M1890,no,yes,2,flat,summed,non,cooc,graph
M1891,no,yes,2,linear,forward,log,distance,space
M1892,no,yes,2,linear,forward,log,distance,graph
M1893,no,yes,2,linear,forward,log,cos,space
M1894,no,yes,2,linear,forward,log,cos,graph
M1895,no,yes,2,linear,forward,log,corr,space
M1896,no,yes,2,linear,forward,log,corr,graph
M1897,no,yes,2,linear,forward,log,r_distance,space
M1898,no,yes,2,linear,forward,log,r_distance,graph
M1899,no,yes,2,linear,forward,log,r_cos,space
M1900,no,yes,2,linear,forward,log,r_cos,graph
M1901,no,yes,2,linear,forward,log,r_corr,space
M1902,no,yes,2,linear,forward,log,r_corr,graph
M1903,no,yes,2,linear,forward,log,cooc,space
M1904,no,yes,2,linear,forward,log,cooc,graph
M1905,no,yes,2,linear,forward,ppmi,distance,space
M1906,no,yes,2,linear,forward,ppmi,distance,graph
M1907,no,yes,2,linear,forward,ppmi,cos,space
M1908,no,yes,2,linear,forward,ppmi,cos,graph
M1909,no,yes,2,linear,forward,ppmi,corr,space
M1910,no,yes,2,linear,forward,ppmi,corr,graph
M1911,no,yes,2,linear,forward,ppmi,r_distance,space
M1912,no,yes,2,linear,forward,ppmi,r_distance,graph
M1913,no,yes,2,linear,forward,ppmi,r_cos,space
M1914,no,yes,2,linear,forward,ppmi,r_cos,graph
M1915,no,yes,2,linear,forward,ppmi,r_corr,space
M1916,no,yes,2,linear,forward,ppmi,r_corr,graph
M1917,no,yes,2,linear,forward,ppmi,cooc,space
M1918,no,yes,2,linear,forward,ppmi,cooc,graph
M1919,no,yes,2,linear,forward,non,distance,space
M1920,no,yes,2,linear,forward,non,distance,graph
M1921,no,yes,2,linear,forward,non,cos,space
M1922,no,yes,2,linear,forward,non,cos,graph
M1923,no,yes,2,linear,forward,non,corr,space
M1924,no,yes,2,linear,forward,non,corr,graph
M1925,no,yes,2,linear,forward,non,r_distance,space
M1926,no,yes,2,linear,forward,non,r_distance,graph
M1927,no,yes,2,linear,forward,non,r_cos,space
M1928,no,yes,2,linear,forward,non,r_cos,graph
M1929,no,yes,2,linear,forward,non,r_corr,space
M1930,no,yes,2,linear,forward,non,r_corr,graph
M1931,no,yes,2,linear,forward,non,cooc,space
M1932,no,yes,2,linear,forward,non,cooc,graph
M1933,no,yes,2,linear,backward,log,distance,space
M1934,no,yes,2,linear,backward,log,distance,graph
M1935,no,yes,2,linear,backward,log,cos,space
M1936,no,yes,2,linear,backward,log,cos,graph
M1937,no,yes,2,linear,backward,log,corr,space
M1938,no,yes,2,linear,backward,log,corr,graph
M1939,no,yes,2,linear,backward,log,r_distance,space
M1940,no,yes,2,linear,backward,log,r_distance,graph
M1941,no,yes,2,linear,backward,log,r_cos,space
M1942,no,yes,2,linear,backward,log,r_cos,graph
M1943,no,yes,2,linear,backward,log,r_corr,space
M1944,no,yes,2,linear,backward,log,r_corr,graph
M1945,no,yes,2,linear,backward,log,cooc,space
M1946,no,yes,2,linear,backward,log,cooc,graph
M1947,no,yes,2,linear,backward,ppmi,distance,space
M1948,no,yes,2,linear,backward,ppmi,distance,graph
M1949,no,yes,2,linear,backward,ppmi,cos,space
M1950,no,yes,2,linear,backward,ppmi,cos,graph
M1951,no,yes,2,linear,backward,ppmi,corr,space
M1952,no,yes,2,linear,backward,ppmi,corr,graph
M1953,no,yes,2,linear,backward,ppmi,r_distance,space
M1954,no,yes,2,linear,backward,ppmi,r_distance,graph
M1955,no,yes,2,linear,backward,ppmi,r_cos,space
M1956,no,yes,2,linear,backward,ppmi,r_cos,graph
M1957,no,yes,2,linear,backward,ppmi,r_corr,space
M1958,no,yes,2,linear,backward,ppmi,r_corr,graph
M1959,no,yes,2,linear,backward,ppmi,cooc,space
M1960,no,yes,2,linear,backward,ppmi,cooc,graph
M1961,no,yes,2,linear,backward,non,distance,space
M1962,no,yes,2,linear,backward,non,distance,graph
M1963,no,yes,2,linear,backward,non,cos,space
M1964,no,yes,2,linear,backward,non,cos,graph
M1965,no,yes,2,linear,backward,non,corr,space
M1966,no,yes,2,linear,backward,non,corr,graph
M1967,no,yes,2,linear,backward,non,r_distance,space
M1968,no,yes,2,linear,backward,non,r_distance,graph
M1969,no,yes,2,linear,backward,non,r_cos,space
M1970,no,yes,2,linear,backward,non,r_cos,graph
M1971,no,yes,2,linear,backward,non,r_corr,space
M1972,no,yes,2,linear,backward,non,r_corr,graph
M1973,no,yes,2,linear,backward,non,cooc,space
M1974,no,yes,2,linear,backward,non,cooc,graph
M1975,no,yes,2,linear,summed,log,distance,space
M1976,no,yes,2,linear,summed,log,distance,graph
M1977,no,yes,2,linear,summed,log,cos,space
M1978,no,yes,2,linear,summed,log,cos,graph
M1979,no,yes,2,linear,summed,log,corr,space
M1980,no,yes,2,linear,summed,log,corr,graph
M1981,no,yes,2,linear,summed,log,r_distance,space
M1982,no,yes,2,linear,summed,log,r_distance,graph
M1983,no,yes,2,linear,summed,log,r_cos,space
M1984,no,yes,2,linear,summed,log,r_cos,graph
M1985,no,yes,2,linear,summed,log,r_corr,space
M1986,no,yes,2,linear,summed,log,r_corr,graph
M1987,no,yes,2,linear,summed,log,cooc,space
M1988,no,yes,2,linear,summed,log,cooc,graph
M1989,no,yes,2,linear,summed,ppmi,distance,space
M1990,no,yes,2,linear,summed,ppmi,distance,graph
M1991,no,yes,2,linear,summed,ppmi,cos,space
M1992,no,yes,2,linear,summed,ppmi,cos,graph
M1993,no,yes,2,linear,summed,ppmi,corr,space
M1994,no,yes,2,linear,summed,ppmi,corr,graph
M1995,no,yes,2,linear,summed,ppmi,r_distance,space
M1996,no,yes,2,linear,summed,ppmi,r_distance,graph
M1997,no,yes,2,linear,summed,ppmi,r_cos,space
M1998,no,yes,2,linear,summed,ppmi,r_cos,graph
M1999,no,yes,2,linear,summed,ppmi,r_corr,space
M2000,no,yes,2,linear,summed,ppmi,r_corr,graph
M2001,no,yes,2,linear,summed,ppmi,cooc,space
M2002,no,yes,2,linear,summed,ppmi,cooc,graph
M2003,no,yes,2,linear,summed,non,distance,space
M2004,no,yes,2,linear,summed,non,distance,graph
M2005,no,yes,2,linear,summed,non,cos,space
M2006,no,yes,2,linear,summed,non,cos,graph
M2007,no,yes,2,linear,summed,non,corr,space
M2008,no,yes,2,linear,summed,non,corr,graph
M2009,no,yes,2,linear,summed,non,r_distance,space
M2010,no,yes,2,linear,summed,non,r_distance,graph
M2011,no,yes,2,linear,summed,non,r_cos,space
M2012,no,yes,2,linear,summed,non,r_cos,graph
M2013,no,yes,2,linear,summed,non,r_corr,space
M2014,no,yes,2,linear,summed,non,r_corr,graph
M2015,no,yes,2,linear,summed,non,cooc,space
M2016,no,yes,2,linear,summed,non,cooc,graph
M2017,no,yes,7,flat,forward,log,distance,space
M2018,no,yes,7,flat,forward,log,distance,graph
M2019,no,yes,7,flat,forward,log,cos,space
M2020,no,yes,7,flat,forward,log,cos,graph
M2021,no,yes,7,flat,forward,log,corr,space
M2022,no,yes,7,flat,forward,log,corr,graph
M2023,no,yes,7,flat,forward,log,r_distance,space
M2024,no,yes,7,flat,forward,log,r_distance,graph
M2025,no,yes,7,flat,forward,log,r_cos,space
M2026,no,yes,7,flat,forward,log,r_cos,graph
M2027,no,yes,7,flat,forward,log,r_corr,space
M2028,no,yes,7,flat,forward,log,r_corr,graph
M2029,no,yes,7,flat,forward,log,cooc,space
M2030,no,yes,7,flat,forward,log,cooc,graph
M2031,no,yes,7,flat,forward,ppmi,distance,space
M2032,no,yes,7,flat,forward,ppmi,distance,graph
M2033,no,yes,7,flat,forward,ppmi,cos,space
M2034,no,yes,7,flat,forward,ppmi,cos,graph
M2035,no,yes,7,flat,forward,ppmi,corr,space
M2036,no,yes,7,flat,forward,ppmi,corr,graph
M2037,no,yes,7,flat,forward,ppmi,r_distance,space
M2038,no,yes,7,flat,forward,ppmi,r_distance,graph
M2039,no,yes,7,flat,forward,ppmi,r_cos,space
M2040,no,yes,7,flat,forward,ppmi,r_cos,graph
M2041,no,yes,7,flat,forward,ppmi,r_corr,space
M2042,no,yes,7,flat,forward,ppmi,r_corr,graph
M2043,no,yes,7,flat,forward,ppmi,cooc,space
M2044,no,yes,7,flat,forward,ppmi,cooc,graph
M2045,no,yes,7,flat,forward,non,distance,space
M2046,no,yes,7,flat,forward,non,distance,graph
M2047,no,yes,7,flat,forward,non,cos,space
M2048,no,yes,7,flat,forward,non,cos,graph
M2049,no,yes,7,flat,forward,non,corr,space
M2050,no,yes,7,flat,forward,non,corr,graph
M2051,no,yes,7,flat,forward,non,r_distance,space
M2052,no,yes,7,flat,forward,non,r_distance,graph
M2053,no,yes,7,flat,forward,non,r_cos,space
M2054,no,yes,7,flat,forward,non,r_cos,graph
M2055,no,yes,7,flat,forward,non,r_corr,space
M2056,no,yes,7,flat,forward,non,r_corr,graph
M2057,no,yes,7,flat,forward,non,cooc,space
M2058,no,yes,7,flat,forward,non,cooc,graph
M2059,no,yes,7,flat,backward,log,distance,space
M2060,no,yes,7,flat,backward,log,distance,graph
M2061,no,yes,7,flat,backward,log,cos,space
M2062,no,yes,7,flat,backward,log,cos,graph
M2063,no,yes,7,flat,backward,log,corr,space
M2064,no,yes,7,flat,backward,log,corr,graph
M2065,no,yes,7,flat,backward,log,r_distance,space
M2066,no,yes,7,flat,backward,log,r_distance,graph
M2067,no,yes,7,flat,backward,log,r_cos,space
M2068,no,yes,7,flat,backward,log,r_cos,graph
M2069,no,yes,7,flat,backward,log,r_corr,space
M2070,no,yes,7,flat,backward,log,r_corr,graph
M2071,no,yes,7,flat,backward,log,cooc,space
M2072,no,yes,7,flat,backward,log,cooc,graph
M2073,no,yes,7,flat,backward,ppmi,distance,space
M2074,no,yes,7,flat,backward,ppmi,distance,graph
M2075,no,yes,7,flat,backward,ppmi,cos,space
M2076,no,yes,7,flat,backward,ppmi,cos,graph
M2077,no,yes,7,flat,backward,ppmi,corr,space
M2078,no,yes,7,flat,backward,ppmi,corr,graph
M2079,no,yes,7,flat,backward,ppmi,r_distance,space
M2080,no,yes,7,flat,backward,ppmi,r_distance,graph
M2081,no,yes,7,flat,backward,ppmi,r_cos,space
M2082,no,yes,7,flat,backward,ppmi,r_cos,graph
M2083,no,yes,7,flat,backward,ppmi,r_corr,space
M2084,no,yes,7,flat,backward,ppmi,r_corr,graph
M2085,no,yes,7,flat,backward,ppmi,cooc,space
M2086,no,yes,7,flat,backward,ppmi,cooc,graph
M2087,no,yes,7,flat,backward,non,distance,space
M2088,no,yes,7,flat,backward,non,distance,graph
M2089,no,yes,7,flat,backward,non,cos,space
M2090,no,yes,7,flat,backward,non,cos,graph
M2091,no,yes,7,flat,backward,non,corr,space
M2092,no,yes,7,flat,backward,non,corr,graph
M2093,no,yes,7,flat,backward,non,r_distance,space
M2094,no,yes,7,flat,backward,non,r_distance,graph
M2095,no,yes,7,flat,backward,non,r_cos,space
M2096,no,yes,7,flat,backward,non,r_cos,graph
M2097,no,yes,7,flat,backward,non,r_corr,space
M2098,no,yes,7,flat,backward,non,r_corr,graph
M2099,no,yes,7,flat,backward,non,cooc,space
M2100,no,yes,7,flat,backward,non,cooc,graph
M2101,no,yes,7,flat,summed,log,distance,space
M2102,no,yes,7,flat,summed,log,distance,graph
M2103,no,yes,7,flat,summed,log,cos,space
M2104,no,yes,7,flat,summed,log,cos,graph
M2105,no,yes,7,flat,summed,log,corr,space
M2106,no,yes,7,flat,summed,log,corr,graph
M2107,no,yes,7,flat,summed,log,r_distance,space
M2108,no,yes,7,flat,summed,log,r_distance,graph
M2109,no,yes,7,flat,summed,log,r_cos,space
M2110,no,yes,7,flat,summed,log,r_cos,graph
M2111,no,yes,7,flat,summed,log,r_corr,space
