,Model,period,boundary,window_size,window_weight,window_type,normalization,encode,representation,run,performance
13031,M936,yes,no,1,linear,backward,log,r_corr,graph,R5,0.4275643397566059
13032,M937,yes,no,1,linear,backward,log,cooc,space,R5,0.5046745109065532
13033,M938,yes,no,1,linear,backward,log,cooc,graph,R5,0.8565871043440906
13034,M939,yes,no,1,linear,backward,ppmi,distance,space,R5,0.7676282156989076
13035,M940,yes,no,1,linear,backward,ppmi,distance,graph,R5,0.35192756345367054
13036,M941,yes,no,1,linear,backward,ppmi,cos,space,R5,0.761058679907595
13037,M942,yes,no,1,linear,backward,ppmi,cos,graph,R5,0.7212771691738767
13038,M943,yes,no,1,linear,backward,ppmi,corr,space,R5,-0.734504328393623
13039,M944,yes,no,1,linear,backward,ppmi,corr,graph,R5,-0.7610646076330224
13040,M945,yes,no,1,linear,backward,ppmi,r_distance,space,R5,0.7654551223339832
13041,M946,yes,no,1,linear,backward,ppmi,r_distance,graph,R5,0.3314445432630655
13042,M947,yes,no,1,linear,backward,ppmi,r_cos,space,R5,-0.366205824182023
13043,M948,yes,no,1,linear,backward,ppmi,r_cos,graph,R5,-0.5352962845038148
13044,M949,yes,no,1,linear,backward,ppmi,r_corr,space,R5,0.08631766916158856
13045,M950,yes,no,1,linear,backward,ppmi,r_corr,graph,R5,0.2073581605395341
13046,M951,yes,no,1,linear,backward,ppmi,cooc,space,R5,0.492861752798369
13047,M952,yes,no,1,linear,backward,ppmi,cooc,graph,R5,0.9029398694292012
13048,M953,yes,no,1,linear,backward,non,distance,space,R5,0.6820985676795472
13049,M954,yes,no,1,linear,backward,non,distance,graph,R5,0.6652665550311035
13050,M955,yes,no,1,linear,backward,non,cos,space,R5,0.761058679907595
13051,M956,yes,no,1,linear,backward,non,cos,graph,R5,0.7212771691738767
13052,M957,yes,no,1,linear,backward,non,corr,space,R5,-0.7135134390573513
13053,M958,yes,no,1,linear,backward,non,corr,graph,R5,-0.7453439928673348
13054,M959,yes,no,1,linear,backward,non,r_distance,space,R5,0.6851595520068833
13055,M960,yes,no,1,linear,backward,non,r_distance,graph,R5,0.46466729593111544
13056,M961,yes,no,1,linear,backward,non,r_cos,space,R5,0.2612014470540216
13057,M962,yes,no,1,linear,backward,non,r_cos,graph,R5,0.4932686490078465
13058,M963,yes,no,1,linear,backward,non,r_corr,space,R5,-0.012434577782622016
13059,M964,yes,no,1,linear,backward,non,r_corr,graph,R5,0.26691075992167873
13060,M965,yes,no,1,linear,backward,non,cooc,space,R5,0.5085206980387644
13061,M966,yes,no,1,linear,backward,non,cooc,graph,R5,0.7090370024412282
13062,M967,yes,no,1,linear,summed,log,distance,space,R5,0.7076800889308498
13063,M968,yes,no,1,linear,summed,log,distance,graph,R5,0.7510974861185885
13064,M969,yes,no,1,linear,summed,log,cos,space,R5,0.728975571034994
13065,M970,yes,no,1,linear,summed,log,cos,graph,R5,0.6283929167272089
13066,M971,yes,no,1,linear,summed,log,corr,space,R5,-0.7281816439438634
13067,M972,yes,no,1,linear,summed,log,corr,graph,R5,-0.5050572039464957
13068,M973,yes,no,1,linear,summed,log,r_distance,space,R5,0.7281526869452575
13069,M974,yes,no,1,linear,summed,log,r_distance,graph,R5,0.7768221234184057
13070,M975,yes,no,1,linear,summed,log,r_cos,space,R5,-0.311791927987554
13071,M976,yes,no,1,linear,summed,log,r_cos,graph,R5,-0.31255284213265605
13072,M977,yes,no,1,linear,summed,log,r_corr,space,R5,0.6813499124698302
13073,M978,yes,no,1,linear,summed,log,r_corr,graph,R5,0.4561342512806328
13074,M979,yes,no,1,linear,summed,log,cooc,space,R5,0.7611347083574364
13075,M980,yes,no,1,linear,summed,log,cooc,graph,R5,0.8583296321857019
13076,M981,yes,no,1,linear,summed,ppmi,distance,space,R5,0.7312441161808774
13077,M982,yes,no,1,linear,summed,ppmi,distance,graph,R5,0.31918015892752805
13078,M983,yes,no,1,linear,summed,ppmi,cos,space,R5,0.7303405271251804
13079,M984,yes,no,1,linear,summed,ppmi,cos,graph,R5,0.6282707678626247
13080,M985,yes,no,1,linear,summed,ppmi,corr,space,R5,-0.6936538245847277
13081,M986,yes,no,1,linear,summed,ppmi,corr,graph,R5,-0.07083266548772983
13082,M987,yes,no,1,linear,summed,ppmi,r_distance,space,R5,0.7325762836796623
13083,M988,yes,no,1,linear,summed,ppmi,r_distance,graph,R5,0.4273264252835028
13084,M989,yes,no,1,linear,summed,ppmi,r_cos,space,R5,0.5491205226368217
13085,M990,yes,no,1,linear,summed,ppmi,r_cos,graph,R5,0.29753055617470603
13086,M991,yes,no,1,linear,summed,ppmi,r_corr,space,R5,0.5721694540868802
13087,M992,yes,no,1,linear,summed,ppmi,r_corr,graph,R5,0.31292709108691547
13088,M993,yes,no,1,linear,summed,ppmi,cooc,space,R5,0.7367841793399497
13089,M994,yes,no,1,linear,summed,ppmi,cooc,graph,R5,0.5098490020794256
13090,M995,yes,no,1,linear,summed,non,distance,space,R5,0.6920293715640111
13091,M996,yes,no,1,linear,summed,non,distance,graph,R5,0.6482997766923858
13092,M997,yes,no,1,linear,summed,non,cos,space,R5,0.7667789201414613
13093,M998,yes,no,1,linear,summed,non,cos,graph,R5,0.659482519171053
13094,M999,yes,no,1,linear,summed,non,corr,space,R5,-0.28718786308057326
13095,M1000,yes,no,1,linear,summed,non,corr,graph,R5,-0.22821191330590757
13096,M1001,yes,no,1,linear,summed,non,r_distance,space,R5,0.7168419048846687
13097,M1002,yes,no,1,linear,summed,non,r_distance,graph,R5,0.6777651405306201
13098,M1003,yes,no,1,linear,summed,non,r_cos,space,R5,-0.15874809824640085
13099,M1004,yes,no,1,linear,summed,non,r_cos,graph,R5,-0.2731348977024752
13100,M1005,yes,no,1,linear,summed,non,r_corr,space,R5,-0.16610815272550208
13101,M1006,yes,no,1,linear,summed,non,r_corr,graph,R5,-0.125413085203488
13102,M1007,yes,no,1,linear,summed,non,cooc,space,R5,0.7881625274726679
13103,M1008,yes,no,1,linear,summed,non,cooc,graph,R5,0.33005865052779365
13104,M1009,yes,no,2,flat,forward,log,distance,space,R5,0.7204587798109968
13105,M1010,yes,no,2,flat,forward,log,distance,graph,R5,0.6207025440226664
13106,M1011,yes,no,2,flat,forward,log,cos,space,R5,0.6987188029692233
13107,M1012,yes,no,2,flat,forward,log,cos,graph,R5,0.6977190686392102
13108,M1013,yes,no,2,flat,forward,log,corr,space,R5,0.28713559293415614
13109,M1014,yes,no,2,flat,forward,log,corr,graph,R5,0.2820233549109953
13110,M1015,yes,no,2,flat,forward,log,r_distance,space,R5,0.7008320097727513
13111,M1016,yes,no,2,flat,forward,log,r_distance,graph,R5,0.6928399143130618
13112,M1017,yes,no,2,flat,forward,log,r_cos,space,R5,0.09364690423853161
13113,M1018,yes,no,2,flat,forward,log,r_cos,graph,R5,0.13264300136444576
13114,M1019,yes,no,2,flat,forward,log,r_corr,space,R5,-0.2727773658855281
13115,M1020,yes,no,2,flat,forward,log,r_corr,graph,R5,-0.09091285022899154
13116,M1021,yes,no,2,flat,forward,log,cooc,space,R5,0.5567738992165596
13117,M1022,yes,no,2,flat,forward,log,cooc,graph,R5,0.7586548000273566
13118,M1023,yes,no,2,flat,forward,ppmi,distance,space,R5,0.7445145997251297
13119,M1024,yes,no,2,flat,forward,ppmi,distance,graph,R5,0.40505215766653274
13120,M1025,yes,no,2,flat,forward,ppmi,cos,space,R5,0.7369247871360209
13121,M1026,yes,no,2,flat,forward,ppmi,cos,graph,R5,0.42350075134410253
13122,M1027,yes,no,2,flat,forward,ppmi,corr,space,R5,-0.3303550142720627
13123,M1028,yes,no,2,flat,forward,ppmi,corr,graph,R5,-0.16932930098130786
13124,M1029,yes,no,2,flat,forward,ppmi,r_distance,space,R5,0.7262483874918952
13125,M1030,yes,no,2,flat,forward,ppmi,r_distance,graph,R5,0.5317454729539454
13126,M1031,yes,no,2,flat,forward,ppmi,r_cos,space,R5,0.6132931416375674
13127,M1032,yes,no,2,flat,forward,ppmi,r_cos,graph,R5,0.4581052407824999
13128,M1033,yes,no,2,flat,forward,ppmi,r_corr,space,R5,0.17279084123641275
13129,M1034,yes,no,2,flat,forward,ppmi,r_corr,graph,R5,0.3043604116361891
13130,M1035,yes,no,2,flat,forward,ppmi,cooc,space,R5,0.5599459728668578
13131,M1036,yes,no,2,flat,forward,ppmi,cooc,graph,R5,0.7579612233435331
13132,M1037,yes,no,2,flat,forward,non,distance,space,R5,0.7534595435921176
13133,M1038,yes,no,2,flat,forward,non,distance,graph,R5,0.6301726325881865
13134,M1039,yes,no,2,flat,forward,non,cos,space,R5,0.7390144724282762
13135,M1040,yes,no,2,flat,forward,non,cos,graph,R5,0.4447030067473837
13136,M1041,yes,no,2,flat,forward,non,corr,space,R5,0.7390144724282762
13137,M1042,yes,no,2,flat,forward,non,corr,graph,R5,0.44964392252069846
13138,M1043,yes,no,2,flat,forward,non,r_distance,space,R5,0.6988345951228413
13139,M1044,yes,no,2,flat,forward,non,r_distance,graph,R5,0.6136823261947484
13140,M1045,yes,no,2,flat,forward,non,r_cos,space,R5,0.33990786694554503
13141,M1046,yes,no,2,flat,forward,non,r_cos,graph,R5,0.304916264660687
13142,M1047,yes,no,2,flat,forward,non,r_corr,space,R5,0.07931762522830808
13143,M1048,yes,no,2,flat,forward,non,r_corr,graph,R5,0.20583031625667061
13144,M1049,yes,no,2,flat,forward,non,cooc,space,R5,0.6021927249829198
13145,M1050,yes,no,2,flat,forward,non,cooc,graph,R5,0.648344438316904
13146,M1051,yes,no,2,flat,backward,log,distance,space,R5,0.7271143466309543
13147,M1052,yes,no,2,flat,backward,log,distance,graph,R5,0.6359134201460138
13148,M1053,yes,no,2,flat,backward,log,cos,space,R5,0.7260721793148452
13149,M1054,yes,no,2,flat,backward,log,cos,graph,R5,0.5610794559807022
13150,M1055,yes,no,2,flat,backward,log,corr,space,R5,0.10314561520269501
13151,M1056,yes,no,2,flat,backward,log,corr,graph,R5,0.09614464102829205
13152,M1057,yes,no,2,flat,backward,log,r_distance,space,R5,0.7386091998906134
13153,M1058,yes,no,2,flat,backward,log,r_distance,graph,R5,0.6473629020495106
13154,M1059,yes,no,2,flat,backward,log,r_cos,space,R5,0.5600287509733022
13155,M1060,yes,no,2,flat,backward,log,r_cos,graph,R5,0.49678849385774343
13156,M1061,yes,no,2,flat,backward,log,r_corr,space,R5,0.4417470660525478
13157,M1062,yes,no,2,flat,backward,log,r_corr,graph,R5,0.4754807945853235
13158,M1063,yes,no,2,flat,backward,log,cooc,space,R5,0.6177951860318872
13159,M1064,yes,no,2,flat,backward,log,cooc,graph,R5,0.7589055562149847
13160,M1065,yes,no,2,flat,backward,ppmi,distance,space,R5,0.7621867743338963
13161,M1066,yes,no,2,flat,backward,ppmi,distance,graph,R5,0.34727042325798946
13162,M1067,yes,no,2,flat,backward,ppmi,cos,space,R5,0.7634732486998678
13163,M1068,yes,no,2,flat,backward,ppmi,cos,graph,R5,0.5560470208183725
13164,M1069,yes,no,2,flat,backward,ppmi,corr,space,R5,-0.227878958320161
13165,M1070,yes,no,2,flat,backward,ppmi,corr,graph,R5,-0.39352335419546497
13166,M1071,yes,no,2,flat,backward,ppmi,r_distance,space,R5,0.7322406314416251
13167,M1072,yes,no,2,flat,backward,ppmi,r_distance,graph,R5,0.3469963973300843
13168,M1073,yes,no,2,flat,backward,ppmi,r_cos,space,R5,0.5701026683380654
13169,M1074,yes,no,2,flat,backward,ppmi,r_cos,graph,R5,0.4622638448917066
13170,M1075,yes,no,2,flat,backward,ppmi,r_corr,space,R5,0.5694079154163575
13171,M1076,yes,no,2,flat,backward,ppmi,r_corr,graph,R5,0.35854578795020764
13172,M1077,yes,no,2,flat,backward,ppmi,cooc,space,R5,0.603143285475042
13173,M1078,yes,no,2,flat,backward,ppmi,cooc,graph,R5,0.7579612233435331
13174,M1079,yes,no,2,flat,backward,non,distance,space,R5,0.7139135606269048
13175,M1080,yes,no,2,flat,backward,non,distance,graph,R5,0.6743712765573306
13176,M1081,yes,no,2,flat,backward,non,cos,space,R5,0.7089922149675003
13177,M1082,yes,no,2,flat,backward,non,cos,graph,R5,0.7190736930343338
13178,M1083,yes,no,2,flat,backward,non,corr,space,R5,0.680609717473669
13179,M1084,yes,no,2,flat,backward,non,corr,graph,R5,0.6833967032801368
13180,M1085,yes,no,2,flat,backward,non,r_distance,space,R5,0.7075190066441889
13181,M1086,yes,no,2,flat,backward,non,r_distance,graph,R5,0.5965538181805905
13182,M1087,yes,no,2,flat,backward,non,r_cos,space,R5,0.7078953311434473
13183,M1088,yes,no,2,flat,backward,non,r_cos,graph,R5,0.743216668051817
13184,M1089,yes,no,2,flat,backward,non,r_corr,space,R5,0.7074900586057844
13185,M1090,yes,no,2,flat,backward,non,r_corr,graph,R5,0.7399433113519959
13186,M1091,yes,no,2,flat,backward,non,cooc,space,R5,0.6555170806734938
13187,M1092,yes,no,2,flat,backward,non,cooc,graph,R5,0.648344438316904
13188,M1093,yes,no,2,flat,summed,log,distance,space,R5,0.7195613906204577
13189,M1094,yes,no,2,flat,summed,log,distance,graph,R5,0.6582535038998586
13190,M1095,yes,no,2,flat,summed,log,cos,space,R5,0.7182876769306599
13191,M1096,yes,no,2,flat,summed,log,cos,graph,R5,0.5941039474429887
13192,M1097,yes,no,2,flat,summed,log,corr,space,R5,0.040990422380760665
13193,M1098,yes,no,2,flat,summed,log,corr,graph,R5,-0.008461318261801522
13194,M1099,yes,no,2,flat,summed,log,r_distance,space,R5,0.7186061053531093
13195,M1100,yes,no,2,flat,summed,log,r_distance,graph,R5,0.7194796851908506
13196,M1101,yes,no,2,flat,summed,log,r_cos,space,R5,0.18599114674886108
13197,M1102,yes,no,2,flat,summed,log,r_cos,graph,R5,0.1732408593018487
13198,M1103,yes,no,2,flat,summed,log,r_corr,space,R5,0.6699734008335627
13199,M1104,yes,no,2,flat,summed,log,r_corr,graph,R5,0.6146499222003559
13200,M1105,yes,no,2,flat,summed,log,cooc,space,R5,0.7493778701770843
13201,M1106,yes,no,2,flat,summed,log,cooc,graph,R5,0.6847771922878575
13202,M1107,yes,no,2,flat,summed,ppmi,distance,space,R5,0.7519542455950841
13203,M1108,yes,no,2,flat,summed,ppmi,distance,graph,R5,0.34112905984927305
13204,M1109,yes,no,2,flat,summed,ppmi,cos,space,R5,0.7340020001340987
13205,M1110,yes,no,2,flat,summed,ppmi,cos,graph,R5,0.5788286562415169
13206,M1111,yes,no,2,flat,summed,ppmi,corr,space,R5,-0.22437624567321748
13207,M1112,yes,no,2,flat,summed,ppmi,corr,graph,R5,-0.2140445887298064
13208,M1113,yes,no,2,flat,summed,ppmi,r_distance,space,R5,0.7552543219731962
13209,M1114,yes,no,2,flat,summed,ppmi,r_distance,graph,R5,0.45518186561662205
13210,M1115,yes,no,2,flat,summed,ppmi,r_cos,space,R5,0.5553391687517745
13211,M1116,yes,no,2,flat,summed,ppmi,r_cos,graph,R5,0.3179685171618601
13212,M1117,yes,no,2,flat,summed,ppmi,r_corr,space,R5,0.513769785602924
13213,M1118,yes,no,2,flat,summed,ppmi,r_corr,graph,R5,0.35395485371083596
13214,M1119,yes,no,2,flat,summed,ppmi,cooc,space,R5,0.6918134084336344
13215,M1120,yes,no,2,flat,summed,ppmi,cooc,graph,R5,0.6412139831551216
13216,M1121,yes,no,2,flat,summed,non,distance,space,R5,0.747409403565579
13217,M1122,yes,no,2,flat,summed,non,distance,graph,R5,0.6483099109060627
13218,M1123,yes,no,2,flat,summed,non,cos,space,R5,0.7115717320208178
13219,M1124,yes,no,2,flat,summed,non,cos,graph,R5,0.7559807004662135
13220,M1125,yes,no,2,flat,summed,non,corr,space,R5,0.7132217702098738
13221,M1126,yes,no,2,flat,summed,non,corr,graph,R5,0.758759965588703
13222,M1127,yes,no,2,flat,summed,non,r_distance,space,R5,0.7043636704580992
13223,M1128,yes,no,2,flat,summed,non,r_distance,graph,R5,0.602729962897234
13224,M1129,yes,no,2,flat,summed,non,r_cos,space,R5,0.3044754679384468
13225,M1130,yes,no,2,flat,summed,non,r_cos,graph,R5,0.2818792448676069
13226,M1131,yes,no,2,flat,summed,non,r_corr,space,R5,-0.27384844330649427
13227,M1132,yes,no,2,flat,summed,non,r_corr,graph,R5,-0.39368805138790886
13228,M1133,yes,no,2,flat,summed,non,cooc,space,R5,0.7858888428030618
13229,M1134,yes,no,2,flat,summed,non,cooc,graph,R5,0.3274931810452899
13230,M1135,yes,no,2,linear,forward,log,distance,space,R5,0.7231219993442101
13231,M1136,yes,no,2,linear,forward,log,distance,graph,R5,0.5943509932316544
13232,M1137,yes,no,2,linear,forward,log,cos,space,R5,0.6948687138614259
13233,M1138,yes,no,2,linear,forward,log,cos,graph,R5,0.7084037989990034
13234,M1139,yes,no,2,linear,forward,log,corr,space,R5,0.27077995123561815
13235,M1140,yes,no,2,linear,forward,log,corr,graph,R5,0.2584304820934173
13236,M1141,yes,no,2,linear,forward,log,r_distance,space,R5,0.7004267372350883
13237,M1142,yes,no,2,linear,forward,log,r_distance,graph,R5,0.7097007893894984
13238,M1143,yes,no,2,linear,forward,log,r_cos,space,R5,0.11029202632111451
13239,M1144,yes,no,2,linear,forward,log,r_cos,graph,R5,0.1642854494627157
13240,M1145,yes,no,2,linear,forward,log,r_corr,space,R5,-0.5814792474310307
13241,M1146,yes,no,2,linear,forward,log,r_corr,graph,R5,-0.068328747715132
13242,M1147,yes,no,2,linear,forward,log,cooc,space,R5,0.536193129534599
13243,M1148,yes,no,2,linear,forward,log,cooc,graph,R5,0.7626501046368714
13244,M1149,yes,no,2,linear,forward,ppmi,distance,space,R5,0.7365828372022989
13245,M1150,yes,no,2,linear,forward,ppmi,distance,graph,R5,0.3964673165103983
13246,M1151,yes,no,2,linear,forward,ppmi,cos,space,R5,0.7477457368848035
13247,M1152,yes,no,2,linear,forward,ppmi,cos,graph,R5,0.4343156456422241
13248,M1153,yes,no,2,linear,forward,ppmi,corr,space,R5,-0.40501200531724757
13249,M1154,yes,no,2,linear,forward,ppmi,corr,graph,R5,-0.08998642852149503
13250,M1155,yes,no,2,linear,forward,ppmi,r_distance,space,R5,0.7250325698789065
13251,M1156,yes,no,2,linear,forward,ppmi,r_distance,graph,R5,0.5112200853456337
13252,M1157,yes,no,2,linear,forward,ppmi,r_cos,space,R5,0.5652972939629197
13253,M1158,yes,no,2,linear,forward,ppmi,r_cos,graph,R5,0.38016229445845967
13254,M1159,yes,no,2,linear,forward,ppmi,r_corr,space,R5,0.25320849192409156
13255,M1160,yes,no,2,linear,forward,ppmi,r_corr,graph,R5,0.431671341395266
13256,M1161,yes,no,2,linear,forward,ppmi,cooc,space,R5,0.5599459728668578
13257,M1162,yes,no,2,linear,forward,ppmi,cooc,graph,R5,0.7826518667080061
13258,M1163,yes,no,2,linear,forward,non,distance,space,R5,0.7547332572819154
13259,M1164,yes,no,2,linear,forward,non,distance,graph,R5,0.6553301287339807
13260,M1165,yes,no,2,linear,forward,non,cos,space,R5,0.7370749538551752
13261,M1166,yes,no,2,linear,forward,non,cos,graph,R5,0.44068851268156545
13262,M1167,yes,no,2,linear,forward,non,corr,space,R5,0.7370749538551752
13263,M1168,yes,no,2,linear,forward,non,corr,graph,R5,0.4397209166759579
13264,M1169,yes,no,2,linear,forward,non,r_distance,space,R5,0.6979951020091111
13265,M1170,yes,no,2,linear,forward,non,r_distance,graph,R5,0.6528802579963787
13266,M1171,yes,no,2,linear,forward,non,r_cos,space,R5,0.5950558774427375
13267,M1172,yes,no,2,linear,forward,non,r_cos,graph,R5,0.5043028032629929
13268,M1173,yes,no,2,linear,forward,non,r_corr,space,R5,0.7245983493028392
13269,M1174,yes,no,2,linear,forward,non,r_corr,graph,R5,0.6216495528792184
13270,M1175,yes,no,2,linear,forward,non,cooc,space,R5,0.6021927249829198
13271,M1176,yes,no,2,linear,forward,non,cooc,graph,R5,0.6591199081341043
13272,M1177,yes,no,2,linear,backward,log,distance,space,R5,0.7242773356037683
13273,M1178,yes,no,2,linear,backward,log,distance,graph,R5,0.6038377561798299
13274,M1179,yes,no,2,linear,backward,log,cos,space,R5,0.7239588955905126
13275,M1180,yes,no,2,linear,backward,log,cos,graph,R5,0.5546286085768689
13276,M1181,yes,no,2,linear,backward,log,corr,space,R5,0.10106128057047663
13277,M1182,yes,no,2,linear,backward,log,corr,graph,R5,0.09527995689056436
13278,M1183,yes,no,2,linear,backward,log,r_distance,space,R5,0.7402302900412648
13279,M1184,yes,no,2,linear,backward,log,r_distance,graph,R5,0.6419278946988644
13280,M1185,yes,no,2,linear,backward,log,r_cos,space,R5,0.5731711604089414
13281,M1186,yes,no,2,linear,backward,log,r_cos,graph,R5,0.49330926566736755
13282,M1187,yes,no,2,linear,backward,log,r_corr,space,R5,0.4458576875059857
13283,M1188,yes,no,2,linear,backward,log,r_corr,graph,R5,0.4787335641360891
13284,M1189,yes,no,2,linear,backward,log,cooc,space,R5,0.6164093735912595
13285,M1190,yes,no,2,linear,backward,log,cooc,graph,R5,0.7537582003709915
13286,M1191,yes,no,2,linear,backward,ppmi,distance,space,R5,0.7597261462880769
13287,M1192,yes,no,2,linear,backward,ppmi,distance,graph,R5,0.34175296573883246
13288,M1193,yes,no,2,linear,backward,ppmi,cos,space,R5,0.7607481704246458
13289,M1194,yes,no,2,linear,backward,ppmi,cos,graph,R5,0.6028293384380922
13290,M1195,yes,no,2,linear,backward,ppmi,corr,space,R5,-0.2616613191382031
13291,M1196,yes,no,2,linear,backward,ppmi,corr,graph,R5,-0.39782606834805995
13292,M1197,yes,no,2,linear,backward,ppmi,r_distance,space,R5,0.732645903979288
13293,M1198,yes,no,2,linear,backward,ppmi,r_distance,graph,R5,0.35300784485428394
13294,M1199,yes,no,2,linear,backward,ppmi,r_cos,space,R5,0.5178225109795528
13295,M1200,yes,no,2,linear,backward,ppmi,r_cos,graph,R5,0.41365758597172264
13296,M1201,yes,no,2,linear,backward,ppmi,r_corr,space,R5,0.3540634577253416
13297,M1202,yes,no,2,linear,backward,ppmi,r_corr,graph,R5,0.36006923698031296
13298,M1203,yes,no,2,linear,backward,ppmi,cooc,space,R5,0.5573525826783646
13299,M1204,yes,no,2,linear,backward,ppmi,cooc,graph,R5,0.7826518667080061
